duration,start_time,end_time,start_station_id,start_station,end_station_id,end_station,bike_id,user_type
605,2019-01-01 06:22:56,2019-01-01 06:33:01,31015,Schöneberg,31018,Friedrichshain,B0361,Member
763,2019-01-01 08:51:41,2019-01-01 09:04:24,31018,Friedrichshain,31010,Prenzlauer Berg,B0478,Member
853,2019-01-01 16:56:08,2019-01-01 17:10:21,31005,Hackescher Markt,31009,Hauptbahnhof,B0145,Member
389,2019-01-01 14:45:21,2019-01-01 14:51:50,31009,Hauptbahnhof,31017,Wedding,B0251,Member
350,2019-01-01 08:58:54,2019-01-01 09:04:44,31002,Brandenburger Tor,31001,Alexanderplatz,B0171,Member
319,2019-01-01 17:40:16,2019-01-01 17:45:35,31015,Schöneberg,31018,Friedrichshain,B0362,Member
921,2019-01-01 10:00:07,2019-01-01 10:15:28,31018,Friedrichshain,31002,Brandenburger Tor,B0428,Member
309,2019-01-01 09:35:09,2019-01-01 09:40:18,31002,Brandenburger Tor,31010,Prenzlauer Berg,B0187,Member
410,2019-01-01 19:50:55,2019-01-01 19:57:45,31004,Friedrichstraße,31012,Neukölln,B0400,Member
1671,2019-01-01 13:55:26,2019-01-01 14:23:17,31005,Hackescher Markt,31008,Zoologischer Garten,B0443,Casual
492,2019-01-01 07:51:51,2019-01-01 08:00:03,31011,Kreuzberg,31014,Mitte,B0411,Member
665,2019-01-01 16:47:51,2019-01-01 16:58:56,31006,Warschauer Straße,31004,Friedrichstraße,B0196,Member
690,2019-01-01 18:54:30,2019-01-01 19:06:00,31010,Prenzlauer Berg,31008,Zoologischer Garten,B0115,Member
397,2019-01-01 03:12:25,2019-01-01 03:19:02,31003,Potsdamer Platz,31009,Hauptbahnhof,B0180,Member
277,2019-01-01 15:25:43,2019-01-01 15:30:20,31004,Friedrichstraße,31009,Hauptbahnhof,B0092,Casual
493,2019-01-01 14:16:02,2019-01-01 14:24:15,31014,Mitte,31012,Neukölln,B0374,Member
1840,2019-01-01 17:27:38,2019-01-01 17:58:18,31007,Kottbusser Tor,31009,Hauptbahnhof,B0023,Casual
1769,2019-01-01 16:00:33,2019-01-01 16:30:02,31018,Friedrichshain,31007,Kottbusser Tor,B0187,Casual
448,2019-01-01 10:42:58,2019-01-01 10:50:26,31010,Prenzlauer Berg,31017,Wedding,B0159,Member
957,2019-01-01 16:20:25,2019-01-01 16:36:22,31018,Friedrichshain,31005,Hackescher Markt,B0099,Member
1438,2019-01-01 10:24:43,2019-01-01 10:48:41,31013,Charlottenburg,31018,Friedrichshain,B0427,Casual
830,2019-01-01 00:18:13,2019-01-01 00:32:03,31019,Tempelhof,31020,Steglitz,B0336,Member
245,2019-01-01 08:28:28,2019-01-01 08:32:33,31006,Warschauer Straße,31003,Potsdamer Platz,B0146,Member
575,2019-01-01 12:40:39,2019-01-01 12:50:14,31008,Zoologischer Garten,31010,Prenzlauer Berg,B0116,Member
873,2019-01-01 18:09:01,2019-01-01 18:23:34,31003,Potsdamer Platz,31015,Schöneberg,B0213,Member
1144,2019-01-01 19:36:12,2019-01-01 19:55:16,31013,Charlottenburg,31016,Tiergarten,B0205,Casual
602,2019-01-01 08:41:44,2019-01-01 08:51:46,31004,Friedrichstraße,31014,Mitte,B0113,Member
257,2019-01-01 07:44:33,2019-01-01 07:48:50,31018,Friedrichshain,31008,Zoologischer Garten,B0470,Member
611,2019-01-01 18:29:08,2019-01-01 18:39:19,31020,Steglitz,31011,Kreuzberg,B0487,Casual
167,2019-01-01 17:28:39,2019-01-01 17:31:26,31017,Wedding,31014,Mitte,B0426,Casual
740,2019-01-01 19:28:57,2019-01-01 19:41:17,31008,Zoologischer Garten,31009,Hauptbahnhof,B0393,Member
432,2019-01-01 17:31:40,2019-01-01 17:38:52,31015,Schöneberg,31003,Potsdamer Platz,B0366,Member
494,2019-01-01 08:17:21,2019-01-01 08:25:35,31008,Zoologischer Garten,31013,Charlottenburg,B0356,Member
572,2019-01-01 07:13:04,2019-01-01 07:22:36,31011,Kreuzberg,31018,Friedrichshain,B0239,Member
818,2019-01-01 10:13:53,2019-01-01 10:27:31,31001,Alexanderplatz,31019,Tempelhof,B0195,Member
901,2019-01-01 11:22:19,2019-01-01 11:37:20,31014,Mitte,31018,Friedrichshain,B0383,Casual
881,2019-01-01 17:51:38,2019-01-01 18:06:19,31016,Tiergarten,31001,Alexanderplatz,B0200,Casual
611,2019-01-01 08:43:51,2019-01-01 08:54:02,31006,Warschauer Straße,31015,Schöneberg,B0471,Member
397,2019-01-01 06:39:34,2019-01-01 06:46:11,31001,Alexanderplatz,31003,Potsdamer Platz,B0330,Member
759,2019-01-01 10:55:29,2019-01-01 11:08:08,31009,Hauptbahnhof,31013,Charlottenburg,B0168,Member
715,2019-01-01 07:20:21,2019-01-01 07:32:16,31014,Mitte,31009,Hauptbahnhof,B0428,Casual
829,2019-01-01 06:01:47,2019-01-01 06:15:36,31012,Neukölln,31008,Zoologischer Garten,B0333,Member
1453,2019-01-01 05:41:02,2019-01-01 06:05:15,31001,Alexanderplatz,31020,Steglitz,B0079,Casual
558,2019-01-01 08:30:42,2019-01-01 08:40:00,31007,Kottbusser Tor,31015,Schöneberg,B0359,Member
910,2019-01-01 08:23:10,2019-01-01 08:38:20,31006,Warschauer Straße,31010,Prenzlauer Berg,B0056,Member
528,2019-01-01 14:59:19,2019-01-01 15:08:07,31013,Charlottenburg,31013,Charlottenburg,B0483,Member
535,2019-01-01 17:04:37,2019-01-01 17:13:32,31010,Prenzlauer Berg,31020,Steglitz,B0413,Member
533,2019-01-01 06:36:50,2019-01-01 06:45:43,31018,Friedrichshain,31014,Mitte,B0339,Member
817,2019-01-01 09:32:41,2019-01-01 09:46:18,31004,Friedrichstraße,31014,Mitte,B0492,Member
298,2019-01-01 09:57:53,2019-01-01 10:02:51,31005,Hackescher Markt,31014,Mitte,B0091,Member
902,2019-01-01 17:41:17,2019-01-01 17:56:19,31015,Schöneberg,31014,Mitte,B0423,Member
865,2019-01-01 17:17:20,2019-01-01 17:31:45,31003,Potsdamer Platz,31009,Hauptbahnhof,B0452,Casual
510,2019-01-01 10:48:29,2019-01-01 10:56:59,31016,Tiergarten,31011,Kreuzberg,B0094,Member
442,2019-01-01 11:22:51,2019-01-01 11:30:13,31009,Hauptbahnhof,31020,Steglitz,B0360,Member
653,2019-01-01 19:35:00,2019-01-01 19:45:53,31014,Mitte,31016,Tiergarten,B0285,Member
738,2019-01-01 17:44:30,2019-01-01 17:56:48,31016,Tiergarten,31015,Schöneberg,B0406,Member
612,2019-01-01 02:18:14,2019-01-01 02:28:26,31012,Neukölln,31016,Tiergarten,B0284,Member
895,2019-01-01 12:27:47,2019-01-01 12:42:42,31012,Neukölln,31015,Schöneberg,B0139,Member
936,2019-01-01 08:14:07,2019-01-01 08:29:43,31006,Warschauer Straße,31007,Kottbusser Tor,B0111,Casual
902,2019-01-01 17:17:46,2019-01-01 17:32:48,31017,Wedding,31020,Steglitz,B0145,Member
491,2019-01-01 22:53:12,2019-01-01 23:01:23,31018,Friedrichshain,31005,Hackescher Markt,B0141,Member
730,2019-01-01 05:03:35,2019-01-01 05:15:45,31005,Hackescher Markt,31016,Tiergarten,B0053,Member
481,2019-01-01 18:36:18,2019-01-01 18:44:19,31002,Brandenburger Tor,31009,Hauptbahnhof,B0482,Member
646,2019-01-01 18:07:52,2019-01-01 18:18:38,31016,Tiergarten,31003,Potsdamer Platz,B0296,Member
442,2019-01-01 15:03:09,2019-01-01 15:10:31,31008,Zoologischer Garten,31004,Friedrichstraße,B0286,Member
1069,2019-01-01 17:38:38,2019-01-01 17:56:27,31008,Zoologischer Garten,31017,Wedding,B0195,Casual
1540,2019-01-01 10:28:19,2019-01-01 10:53:59,31020,Steglitz,31002,Brandenburger Tor,B0313,Casual
589,2019-01-01 21:06:48,2019-01-01 21:16:37,31007,Kottbusser Tor,31009,Hauptbahnhof,B0339,Member
713,2019-01-01 06:15:11,2019-01-01 06:27:04,31020,Steglitz,31016,Tiergarten,B0150,Member
770,2019-01-01 04:18:45,2019-01-01 04:31:35,31015,Schöneberg,31003,Potsdamer Platz,B0352,Member
589,2019-01-01 08:16:50,2019-01-01 08:26:39,31007,Kottbusser Tor,31014,Mitte,B0059,Casual
813,2019-01-01 13:41:09,2019-01-01 13:54:42,31005,Hackescher Markt,31003,Potsdamer Platz,B0031,Casual
900,2019-01-01 07:19:38,2019-01-01 07:34:38,31004,Friedrichstraße,31015,Schöneberg,B0353,Casual
530,2019-01-01 08:25:17,2019-01-01 08:34:07,31016,Tiergarten,31015,Schöneberg,B0042,Member
1127,2019-01-01 14:56:27,2019-01-01 15:15:14,31008,Zoologischer Garten,31019,Tempelhof,B0301,Casual
1144,2019-01-01 20:48:43,2019-01-01 21:07:47,31019,Tempelhof,31002,Brandenburger Tor,B0391,Casual
709,2019-01-01 17:30:33,2019-01-01 17:42:22,31019,Tempelhof,31014,Mitte,B0326,Member
536,2019-01-01 18:05:30,2019-01-01 18:14:26,31011,Kreuzberg,31011,Kreuzberg,B0344,Member
305,2019-01-01 06:10:21,2019-01-01 06:15:26,31013,Charlottenburg,31018,Friedrichshain,B0019,Member
608,2019-01-01 10:20:16,2019-01-01 10:30:24,31013,Charlottenburg,31017,Wedding,B0423,Member
489,2019-01-01 22:42:55,2019-01-01 22:51:04,31012,Neukölln,31020,Steglitz,B0388,Member
666,2019-01-01 12:28:48,2019-01-01 12:39:54,31009,Hauptbahnhof,31018,Friedrichshain,B0068,Member
988,2019-01-01 20:28:56,2019-01-01 20:45:24,31020,Steglitz,31008,Zoologischer Garten,B0364,Member
971,2019-01-01 07:35:00,2019-01-01 07:51:11,31003,Potsdamer Platz,31008,Zoologischer Garten,B0431,Member
863,2019-01-01 19:29:07,2019-01-01 19:43:30,31010,Prenzlauer Berg,31017,Wedding,B0362,Member
1965,2019-01-01 08:53:30,2019-01-01 09:26:15,31008,Zoologischer Garten,31015,Schöneberg,B0283,Casual
597,2019-01-01 07:12:58,2019-01-01 07:22:55,31003,Potsdamer Platz,31009,Hauptbahnhof,B0396,Member
983,2019-01-01 17:26:21,2019-01-01 17:42:44,31017,Wedding,31009,Hauptbahnhof,B0421,Casual
685,2019-01-01 00:46:19,2019-01-01 00:57:44,31005,Hackescher Markt,31015,Schöneberg,B0276,Casual
917,2019-01-01 11:21:35,2019-01-01 11:36:52,31013,Charlottenburg,31015,Schöneberg,B0478,Casual
307,2019-01-01 08:12:44,2019-01-01 08:17:51,31014,Mitte,31002,Brandenburger Tor,B0163,Member
1728,2019-01-01 17:45:58,2019-01-01 18:14:46,31013,Charlottenburg,31005,Hackescher Markt,B0254,Casual
1109,2019-01-01 21:08:32,2019-01-01 21:27:01,31015,Schöneberg,31004,Friedrichstraße,B0270,Casual
680,2019-01-01 19:00:46,2019-01-01 19:12:06,31005,Hackescher Markt,31003,Potsdamer Platz,B0241,Member
534,2019-01-01 17:16:21,2019-01-01 17:25:15,31011,Kreuzberg,31018,Friedrichshain,B0195,Member
1298,2019-01-01 20:40:45,2019-01-01 21:02:23,31016,Tiergarten,31018,Friedrichshain,B0019,Casual
566,2019-01-01 15:15:40,2019-01-01 15:25:06,31003,Potsdamer Platz,31014,Mitte,B0051,Member
739,2019-01-01 17:45:55,2019-01-01 17:58:14,31006,Warschauer Straße,31010,Prenzlauer Berg,B0463,Member
466,2019-01-01 03:20:50,2019-01-01 03:28:36,31008,Zoologischer Garten,31017,Wedding,B0211,Member
764,2019-01-01 13:50:11,2019-01-01 14:02:55,31003,Potsdamer Platz,31020,Steglitz,B0446,Member
474,2019-01-01 09:43:15,2019-01-01 09:51:09,31009,Hauptbahnhof,31015,Schöneberg,B0131,Member
527,2019-01-01 16:57:51,2019-01-01 17:06:38,31010,Prenzlauer Berg,31018,Friedrichshain,B0081,Member
897,2019-01-01 05:22:37,2019-01-01 05:37:34,31015,Schöneberg,31010,Prenzlauer Berg,B0102,Member
527,2019-01-01 23:54:30,2019-01-02 00:03:17,31013,Charlottenburg,31019,Tempelhof,B0184,Member
696,2019-01-01 14:44:18,2019-01-01 14:55:54,31001,Alexanderplatz,31019,Tempelhof,B0443,Member
848,2019-01-01 16:47:03,2019-01-01 17:01:11,31016,Tiergarten,31010,Prenzlauer Berg,B0398,Casual
417,2019-01-01 17:38:51,2019-01-01 17:45:48,31005,Hackescher Markt,31004,Friedrichstraße,B0463,Member
778,2019-01-01 15:02:19,2019-01-01 15:15:17,31002,Brandenburger Tor,31019,Tempelhof,B0187,Casual
598,2019-01-01 17:05:58,2019-01-01 17:15:56,31005,Hackescher Markt,31018,Friedrichshain,B0449,Member
951,2019-01-01 21:33:32,2019-01-01 21:49:23,31006,Warschauer Straße,31009,Hauptbahnhof,B0468,Casual
847,2019-01-01 18:30:51,2019-01-01 18:44:58,31015,Schöneberg,31003,Potsdamer Platz,B0073,Member
337,2019-01-01 17:14:55,2019-01-01 17:20:32,31013,Charlottenburg,31018,Friedrichshain,B0188,Member
736,2019-01-01 06:25:00,2019-01-01 06:37:16,31009,Hauptbahnhof,31019,Tempelhof,B0196,Member
734,2019-01-01 18:23:06,2019-01-01 18:35:20,31016,Tiergarten,31001,Alexanderplatz,B0318,Member
1225,2019-01-01 19:35:20,2019-01-01 19:55:45,31015,Schöneberg,31010,Prenzlauer Berg,B0333,Casual
1342,2019-01-01 09:08:02,2019-01-01 09:30:24,31010,Prenzlauer Berg,31016,Tiergarten,B0060,Casual
314,2019-01-01 06:56:34,2019-01-01 07:01:48,31018,Friedrichshain,31014,Mitte,B0301,Member
685,2019-01-01 17:09:56,2019-01-01 17:21:21,31004,Friedrichstraße,31016,Tiergarten,B0316,Member
644,2019-01-01 09:17:02,2019-01-01 09:27:46,31008,Zoologischer Garten,31012,Neukölln,B0051,Member
1624,2019-01-01 22:23:34,2019-01-01 22:50:38,31012,Neukölln,31002,Brandenburger Tor,B0204,Casual
1431,2019-01-01 08:07:54,2019-01-01 08:31:45,31020,Steglitz,31001,Alexanderplatz,B0026,Casual
1350,2019-01-01 17:15:08,2019-01-01 17:37:38,31007,Kottbusser Tor,31003,Potsdamer Platz,B0425,Casual
721,2019-01-01 17:13:37,2019-01-01 17:25:38,31005,Hackescher Markt,31020,Steglitz,B0002,Member
469,2019-01-01 08:09:08,2019-01-01 08:16:57,31006,Warschauer Straße,31004,Friedrichstraße,B0339,Member
663,2019-01-01 18:08:00,2019-01-01 18:19:03,31001,Alexanderplatz,31006,Warschauer Straße,B0136,Member
341,2019-01-01 05:47:26,2019-01-01 05:53:07,31003,Potsdamer Platz,31016,Tiergarten,B0230,Member
117,2019-01-01 17:32:37,2019-01-01 17:34:34,31002,Brandenburger Tor,31017,Wedding,B0155,Member
1176,2019-01-01 10:01:03,2019-01-01 10:20:39,31013,Charlottenburg,31014,Mitte,B0352,Casual
742,2019-01-01 06:45:58,2019-01-01 06:58:20,31005,Hackescher Markt,31003,Potsdamer Platz,B0065,Member
495,2019-01-01 08:40:37,2019-01-01 08:48:52,31011,Kreuzberg,31013,Charlottenburg,B0306,Member
852,2019-01-01 12:29:32,2019-01-01 12:43:44,31018,Friedrichshain,31007,Kottbusser Tor,B0221,Member
781,2019-01-01 10:14:26,2019-01-01 10:27:27,31015,Schöneberg,31013,Charlottenburg,B0213,Member
584,2019-01-01 17:20:27,2019-01-01 17:30:11,31016,Tiergarten,31003,Potsdamer Platz,B0047,Member
1095,2019-01-01 18:05:27,2019-01-01 18:23:42,31012,Neukölln,31005,Hackescher Markt,B0285,Member
734,2019-01-01 05:35:35,2019-01-01 05:47:49,31014,Mitte,31002,Brandenburger Tor,B0496,Member
729,2019-01-01 08:19:22,2019-01-01 08:31:31,31017,Wedding,31007,Kottbusser Tor,B0080,Member
707,2019-01-01 16:14:54,2019-01-01 16:26:41,31009,Hauptbahnhof,31019,Tempelhof,B0116,Member
883,2019-01-01 18:54:35,2019-01-01 19:09:18,31020,Steglitz,31020,Steglitz,B0346,Casual
1351,2019-01-01 15:01:38,2019-01-01 15:24:09,31006,Warschauer Straße,31009,Hauptbahnhof,B0360,Casual
461,2019-01-01 17:58:21,2019-01-01 18:06:02,31006,Warschauer Straße,31005,Hackescher Markt,B0290,Member
1372,2019-01-01 16:04:09,2019-01-01 16:27:01,31017,Wedding,31007,Kottbusser Tor,B0193,Casual
584,2019-01-01 10:21:10,2019-01-01 10:30:54,31011,Kreuzberg,31019,Tempelhof,B0306,Member
378,2019-01-01 06:03:09,2019-01-01 06:09:27,31009,Hauptbahnhof,31015,Schöneberg,B0339,Member
398,2019-01-01 10:38:28,2019-01-01 10:45:06,31007,Kottbusser Tor,31017,Wedding,B0059,Member
396,2019-01-01 09:07:18,2019-01-01 09:13:54,31010,Prenzlauer Berg,31002,Brandenburger Tor,B0113,Member
464,2019-01-01 09:38:03,2019-01-01 09:45:47,31010,Prenzlauer Berg,31007,Kottbusser Tor,B0393,Member
931,2019-01-01 07:16:18,2019-01-01 07:31:49,31006,Warschauer Straße,31005,Hackescher Markt,B0195,Member
616,2019-01-01 12:14:32,2019-01-01 12:24:48,31012,Neukölln,31003,Potsdamer Platz,B0204,Member
950,2019-01-01 18:02:27,2019-01-01 18:18:17,31019,Tempelhof,31014,Mitte,B0294,Member
410,2019-01-01 09:40:26,2019-01-01 09:47:16,31013,Charlottenburg,31001,Alexanderplatz,B0495,Member
529,2019-01-01 08:51:39,2019-01-01 09:00:28,31014,Mitte,31004,Friedrichstraße,B0125,Member
423,2019-01-01 10:25:33,2019-01-01 10:32:36,31010,Prenzlauer Berg,31011,Kreuzberg,B0114,Member
780,2019-01-01 08:10:04,2019-01-01 08:23:04,31012,Neukölln,31012,Neukölln,B0373,Member
756,2019-01-01 21:41:52,2019-01-01 21:54:28,31004,Friedrichstraße,31005,Hackescher Markt,B0132,Member
1060,2019-01-01 07:38:09,2019-01-01 07:55:49,31016,Tiergarten,31015,Schöneberg,B0387,Casual
496,2019-01-01 13:37:28,2019-01-01 13:45:44,31019,Tempelhof,31020,Steglitz,B0166,Member
796,2019-01-01 18:40:20,2019-01-01 18:53:36,31010,Prenzlauer Berg,31009,Hauptbahnhof,B0303,Member
689,2019-01-01 05:32:04,2019-01-01 05:43:33,31015,Schöneberg,31002,Brandenburger Tor,B0030,Member
686,2019-01-01 09:18:04,2019-01-01 09:29:30,31020,Steglitz,31017,Wedding,B0197,Member
1175,2019-01-01 11:35:50,2019-01-01 11:55:25,31002,Brandenburger Tor,31015,Schöneberg,B0466,Casual
486,2019-01-01 18:41:12,2019-01-01 18:49:18,31002,Brandenburger Tor,31015,Schöneberg,B0053,Member
1234,2019-01-01 18:53:21,2019-01-01 19:13:55,31003,Potsdamer Platz,31017,Wedding,B0331,Casual
374,2019-01-01 07:15:45,2019-01-01 07:21:59,31006,Warschauer Straße,31012,Neukölln,B0191,Member
1380,2019-01-01 19:24:26,2019-01-01 19:47:26,31020,Steglitz,31002,Brandenburger Tor,B0405,Casual
415,2019-01-01 15:21:04,2019-01-01 15:27:59,31009,Hauptbahnhof,31020,Steglitz,B0448,Member
529,2019-01-01 07:05:37,2019-01-01 07:14:26,31012,Neukölln,31010,Prenzlauer Berg,B0496,Member
578,2019-01-01 16:42:25,2019-01-01 16:52:03,31018,Friedrichshain,31013,Charlottenburg,B0330,Member
518,2019-01-01 17:52:08,2019-01-01 18:00:46,31017,Wedding,31003,Potsdamer Platz,B0331,Member
422,2019-01-01 16:32:23,2019-01-01 16:39:25,31011,Kreuzberg,31016,Tiergarten,B0099,Member
1058,2019-01-01 08:08:09,2019-01-01 08:25:47,31004,Friedrichstraße,31017,Wedding,B0395,Member
385,2019-01-01 13:47:56,2019-01-01 13:54:21,31020,Steglitz,31005,Hackescher Markt,B0306,Member
504,2019-01-01 09:10:11,2019-01-01 09:18:35,31020,Steglitz,31006,Warschauer Straße,B0370,Casual
616,2019-01-01 10:26:23,2019-01-01 10:36:39,31010,Prenzlauer Berg,31015,Schöneberg,B0120,Member
1632,2019-01-01 13:19:51,2019-01-01 13:47:03,31007,Kottbusser Tor,31012,Neukölln,B0348,Casual
1283,2019-01-01 20:28:29,2019-01-01 20:49:52,31014,Mitte,31006,Warschauer Straße,B0419,Casual
734,2019-01-01 07:38:08,2019-01-01 07:50:22,31002,Brandenburger Tor,31016,Tiergarten,B0448,Casual
994,2019-01-01 09:59:06,2019-01-01 10:15:40,31003,Potsdamer Platz,31006,Warschauer Straße,B0140,Casual
1179,2019-01-01 10:32:09,2019-01-01 10:51:48,31003,Potsdamer Platz,31008,Zoologischer Garten,B0419,Casual
823,2019-01-01 10:22:59,2019-01-01 10:36:42,31008,Zoologischer Garten,31013,Charlottenburg,B0042,Member
1355,2019-01-01 09:01:20,2019-01-01 09:23:55,31011,Kreuzberg,31005,Hackescher Markt,B0071,Casual
764,2019-01-01 04:58:53,2019-01-01 05:11:37,31016,Tiergarten,31015,Schöneberg,B0316,Member
305,2019-01-01 00:05:01,2019-01-01 00:10:06,31005,Hackescher Markt,31018,Friedrichshain,B0482,Member
559,2019-01-01 17:33:27,2019-01-01 17:42:46,31002,Brandenburger Tor,31008,Zoologischer Garten,B0215,Member
764,2019-01-01 15:39:29,2019-01-01 15:52:13,31016,Tiergarten,31020,Steglitz,B0275,Member
731,2019-01-01 02:32:36,2019-01-01 02:44:47,31020,Steglitz,31012,Neukölln,B0124,Member
766,2019-01-01 13:11:42,2019-01-01 13:24:28,31017,Wedding,31012,Neukölln,B0035,Member
1119,2019-01-01 20:34:32,2019-01-01 20:53:11,31016,Tiergarten,31002,Brandenburger Tor,B0326,Casual
1196,2019-01-01 09:23:16,2019-01-01 09:43:12,31012,Neukölln,31003,Potsdamer Platz,B0177,Casual
307,2019-01-01 08:42:40,2019-01-01 08:47:47,31005,Hackescher Markt,31002,Brandenburger Tor,B0181,Member
434,2019-01-01 13:52:41,2019-01-01 13:59:55,31015,Schöneberg,31016,Tiergarten,B0324,Member
1302,2019-01-01 07:08:04,2019-01-01 07:29:46,31007,Kottbusser Tor,31002,Brandenburger Tor,B0406,Casual
1161,2019-01-01 07:02:20,2019-01-01 07:21:41,31017,Wedding,31013,Charlottenburg,B0418,Casual
1335,2019-01-01 13:16:02,2019-01-01 13:38:17,31002,Brandenburger Tor,31011,Kreuzberg,B0140,Casual
1550,2019-01-01 06:23:27,2019-01-01 06:49:17,31015,Schöneberg,31013,Charlottenburg,B0174,Casual
815,2019-01-01 21:31:44,2019-01-01 21:45:19,31003,Potsdamer Platz,31014,Mitte,B0041,Member
489,2019-01-01 10:52:11,2019-01-01 11:00:20,31011,Kreuzberg,31004,Friedrichstraße,B0041,Member
575,2019-01-01 08:18:19,2019-01-01 08:27:54,31015,Schöneberg,31012,Neukölln,B0229,Member
481,2019-01-01 04:55:58,2019-01-01 05:03:59,31014,Mitte,31009,Hauptbahnhof,B0328,Member
